season,week,celebrity_name,ballroom_partner,judge1,judge2,judge3,judge4,total_judge_score,eliminated_flag,results,placement,industry
27,7,Joe Amabile,Jenna Johnson,8.0,7.5,8.0,,23.5,0,Eliminated Week 8,6,TV Personality
27,8,Juan Pablo Di Pace,Cheryl Burke,10.0,10.0,10.0,,30.0,1,Eliminated Week 8,5,Actor/Actress
27,8,Evanna Lynch,Keo Motsepe,10.0,9.5,9.5,,29.0,0,3rd Place,3,Actor/Actress
27,8,Alexis Ren,Alan Bersten,9.5,9.5,10.0,,29.0,0,4th Place,4,Social Media Personality
27,8,Milo Manheim,Witney Carson,9.0,9.0,9.5,,27.5,0,2nd Place,2,Actor/Actress
27,8,Joe Amabile,Jenna Johnson,8.0,7.5,7.5,,23.0,1,Eliminated Week 8,6,TV Personality
27,8,Bobby Bones,Sharna Burgess,7.5,7.5,7.5,,22.5,0,1st Place,1,Radio Personality
27,9,Evanna Lynch,Keo Motsepe,10.0,10.0,10.0,,30.0,0,3rd Place,3,Actor/Actress
27,9,Milo Manheim,Witney Carson,10.0,10.0,10.0,,30.0,0,2nd Place,2,Actor/Actress
27,9,Alexis Ren,Alan Bersten,9.5,9.5,9.5,,28.5,0,4th Place,4,Social Media Personality
27,9,Bobby Bones,Sharna Burgess,9.0,9.0,9.0,,27.0,0,1st Place,1,Radio Personality
28,1,James Van Der Beek,Emma Slater,7.0,7.0,7.0,,21.0,0,Eliminated Week 10,5,Actor/Actress
28,1,Hannah Brown,Alan Bersten,7.0,7.0,6.0,,20.0,0,1st Place,1,TV Personality
28,1,Lauren Alaina,Gleb Savchenko,7.0,6.0,6.0,,19.0,0,4th Place,4,Singer/Rapper
28,1,Sailor Brinkley-Cook,Valentin Chmerkovskiy,6.0,6.0,6.0,,18.0,0,Eliminated Week 6,9,Model
28,1,Mary Wilson,Brandon Armstrong,6.0,5.0,6.0,,17.0,0,Eliminated Week 2,12,Singer/Rapper
28,1,Karamo Brown,Jenna Johnson,6.0,5.0,6.0,,17.0,0,Eliminated Week 7,8,TV Personality
28,1,Kel Mitchell,Witney Carson,6.0,5.0,5.0,,16.0,0,2nd Place,2,Actor/Actress
28,1,Ally Brooke,Sasha Farber,5.0,5.0,6.0,,16.0,0,3rd Place,3,Singer/Rapper
28,1,Kate Flannery,Pasha Pashkov,5.0,5.0,5.0,,15.0,0,Eliminated Week 8,7,Actor/Actress
28,1,Ray Lewis,Cheryl Burke,5.0,5.0,5.0,,15.0,0,Withdrew,11,Athlete
28,1,Sean Spicer,Lindsay Arnold,4.0,4.0,4.0,,12.0,0,Eliminated Week 9,6,Politician
28,1,Lamar Odom,Peta Murgatroyd,5.0,3.0,3.0,,11.0,0,Eliminated Week 4,10,Athlete
28,2,Hannah Brown,Alan Bersten,8.0,8.0,8.0,,24.0,0,1st Place,1,TV Personality
28,2,Kate Flannery,Pasha Pashkov,7.0,7.0,7.0,,21.0,0,Eliminated Week 8,7,Actor/Actress
28,2,James Van Der Beek,Emma Slater,7.0,6.0,7.0,,20.0,0,Eliminated Week 10,5,Actor/Actress
28,2,Kel Mitchell,Witney Carson,7.0,6.0,7.0,,20.0,0,2nd Place,2,Actor/Actress
28,2,Ally Brooke,Sasha Farber,7.0,6.0,7.0,,20.0,0,3rd Place,3,Singer/Rapper
28,2,Lauren Alaina,Gleb Savchenko,6.0,6.0,7.0,,19.0,0,4th Place,4,Singer/Rapper
28,2,Karamo Brown,Jenna Johnson,7.0,5.0,7.0,,19.0,0,Eliminated Week 7,8,TV Personality
28,2,Sailor Brinkley-Cook,Valentin Chmerkovskiy,6.0,6.0,6.0,,18.0,0,Eliminated Week 6,9,Model
28,2,Sean Spicer,Lindsay Arnold,6.0,5.0,5.0,,16.0,0,Eliminated Week 9,6,Politician
28,2,Ray Lewis,Cheryl Burke,5.0,5.0,5.0,,15.0,0,Withdrew,11,Athlete
28,2,Mary Wilson,Brandon Armstrong,5.0,5.0,5.0,,15.0,1,Eliminated Week 2,12,Singer/Rapper
28,2,Lamar Odom,Peta Murgatroyd,4.0,4.0,4.0,,12.0,0,Eliminated Week 4,10,Athlete
28,3,Kate Flannery,Pasha Pashkov,8.0,8.0,8.0,,24.0,0,Eliminated Week 8,7,Actor/Actress
28,3,Ally Brooke,Sasha Farber,8.0,8.0,8.0,,24.0,0,3rd Place,3,Singer/Rapper
28,3,James Van Der Beek,Emma Slater,8.0,7.0,8.0,,23.0,0,Eliminated Week 10,5,Actor/Actress
28,3,Sailor Brinkley-Cook,Valentin Chmerkovskiy,7.0,8.0,8.0,,23.0,0,Eliminated Week 6,9,Model
28,3,Hannah Brown,Alan Bersten,7.0,7.0,7.0,,21.0,0,1st Place,1,TV Personality
28,3,Kel Mitchell,Witney Carson,7.0,6.0,7.0,,20.0,0,2nd Place,2,Actor/Actress
28,3,Lauren Alaina,Gleb Savchenko,6.0,7.0,7.0,,20.0,0,4th Place,4,Singer/Rapper
28,3,Karamo Brown,Jenna Johnson,5.0,5.0,6.0,,16.0,0,Eliminated Week 7,8,TV Personality
28,3,Sean Spicer,Lindsay Arnold,5.0,5.0,5.0,,15.0,0,Eliminated Week 9,6,Politician
28,3,Lamar Odom,Peta Murgatroyd,4.0,4.0,4.0,,12.0,0,Eliminated Week 4,10,Athlete
28,4,Kel Mitchell,Witney Carson,8.0,8.0,8.0,8.0,32.0,0,2nd Place,2,Actor/Actress
28,4,Lauren Alaina,Gleb Savchenko,8.0,8.0,8.0,8.0,32.0,0,4th Place,4,Singer/Rapper
28,4,Ally Brooke,Sasha Farber,8.0,8.0,8.0,8.0,32.0,0,3rd Place,3,Singer/Rapper
28,4,Hannah Brown,Alan Bersten,8.0,8.0,8.0,8.0,32.0,0,1st Place,1,TV Personality
28,4,Sailor Brinkley-Cook,Valentin Chmerkovskiy,7.0,8.0,8.0,8.0,31.0,0,Eliminated Week 6,9,Model
28,4,James Van Der Beek,Emma Slater,7.0,7.0,7.0,7.0,28.0,0,Eliminated Week 10,5,Actor/Actress
28,4,Karamo Brown,Jenna Johnson,7.0,7.0,7.0,7.0,28.0,0,Eliminated Week 7,8,TV Personality
28,4,Kate Flannery,Pasha Pashkov,7.0,7.0,6.0,6.0,26.0,0,Eliminated Week 8,7,Actor/Actress
28,4,Sean Spicer,Lindsay Arnold,5.0,6.0,5.0,5.0,21.0,0,Eliminated Week 9,6,Politician
28,4,Lamar Odom,Peta Murgatroyd,5.0,7.0,4.0,4.0,20.0,1,Eliminated Week 4,10,Athlete
28,5,Ally Brooke,Sasha Farber,9.0,9.0,9.0,,27.0,0,3rd Place,3,Singer/Rapper
28,5,James Van Der Beek,Emma Slater,9.0,8.0,9.0,,26.0,0,Eliminated Week 10,5,Actor/Actress
28,5,Kel Mitchell,Witney Carson,9.0,8.0,9.0,,26.0,0,2nd Place,2,Actor/Actress
28,5,Hannah Brown,Alan Bersten,9.0,7.0,9.0,,25.0,0,1st Place,1,TV Personality
28,5,Kate Flannery,Pasha Pashkov,8.0,8.0,8.0,,24.0,0,Eliminated Week 8,7,Actor/Actress
28,5,Sailor Brinkley-Cook,Valentin Chmerkovskiy,8.0,8.0,8.0,,24.0,0,Eliminated Week 6,9,Model
28,5,Lauren Alaina,Gleb Savchenko,8.0,7.0,8.0,,23.0,0,4th Place,4,Singer/Rapper
28,5,Karamo Brown,Jenna Johnson,7.0,7.0,7.0,,21.0,0,Eliminated Week 7,8,TV Personality
28,5,Sean Spicer,Lindsay Arnold,7.0,6.0,6.0,,19.0,0,Eliminated Week 9,6,Politician
28,6,Kate Flannery,Pasha Pashkov,9.0,9.0,9.0,,27.0,0,Eliminated Week 8,7,Actor/Actress
28,6,James Van Der Beek,Emma Slater,9.0,9.0,9.0,,27.0,0,Eliminated Week 10,5,Actor/Actress
28,6,Sailor Brinkley-Cook,Valentin Chmerkovskiy,9.0,9.0,9.0,,27.0,1,Eliminated Week 6,9,Model
28,6,Kel Mitchell,Witney Carson,9.0,8.0,9.0,,26.0,0,2nd Place,2,Actor/Actress
28,6,Lauren Alaina,Gleb Savchenko,9.0,8.0,9.0,,26.0,0,4th Place,4,Singer/Rapper
28,6,Ally Brooke,Sasha Farber,8.0,9.0,8.0,,25.0,0,3rd Place,3,Singer/Rapper
28,6,Karamo Brown,Jenna Johnson,9.0,8.0,8.0,,25.0,0,Eliminated Week 7,8,TV Personality
28,6,Hannah Brown,Alan Bersten,8.0,8.0,8.0,,24.0,0,1st Place,1,TV Personality
28,6,Sean Spicer,Lindsay Arnold,7.0,7.0,7.0,,21.0,0,Eliminated Week 9,6,Politician
28,7,James Van Der Beek,Emma Slater,9.0,9.0,9.0,,27.0,0,Eliminated Week 10,5,Actor/Actress
28,7,Lauren Alaina,Gleb Savchenko,9.0,9.0,9.0,,27.0,0,4th Place,4,Singer/Rapper
28,7,Ally Brooke,Sasha Farber,9.0,9.0,9.0,,27.0,0,3rd Place,3,Singer/Rapper
28,7,Hannah Brown,Alan Bersten,8.5,9.0,8.5,,26.0,0,1st Place,1,TV Personality
28,7,Kel Mitchell,Witney Carson,8.5,8.5,8.5,,25.5,0,2nd Place,2,Actor/Actress
28,7,Karamo Brown,Jenna Johnson,8.5,8.0,8.0,,24.5,1,Eliminated Week 7,8,TV Personality
28,7,Kate Flannery,Pasha Pashkov,8.0,8.0,8.0,,24.0,0,Eliminated Week 8,7,Actor/Actress
28,7,Sean Spicer,Lindsay Arnold,7.0,7.0,7.0,,21.0,0,Eliminated Week 9,6,Politician
28,8,James Van Der Beek,Emma Slater,10.6666,10.6666,10.6666,,31.9998,0,Eliminated Week 10,5,Actor/Actress
28,8,Hannah Brown,Alan Bersten,10.6666,9.6666,10.6666,,30.9998,0,1st Place,1,TV Personality
28,8,Ally Brooke,Sasha Farber,10.0,10.0,10.0,,30.0,0,3rd Place,3,Singer/Rapper
28,8,Kel Mitchell,Witney Carson,9.6666,9.6666,10.6666,,29.9998,0,2nd Place,2,Actor/Actress
28,8,Kate Flannery,Pasha Pashkov,8.6666,8.6666,8.6666,,25.9998,1,Eliminated Week 8,7,Actor/Actress
28,8,Lauren Alaina,Gleb Savchenko,8.0,8.0,8.0,,24.0,0,4th Place,4,Singer/Rapper
28,8,Sean Spicer,Lindsay Arnold,7.0,7.0,6.0,,20.0,0,Eliminated Week 9,6,Politician
28,9,Ally Brooke,Sasha Farber,10.0,10.0,10.0,10.0,40.0,0,3rd Place,3,Singer/Rapper
28,9,Kel Mitchell,Witney Carson,9.0,9.0,9.5,9.5,37.0,0,2nd Place,2,Actor/Actress
28,9,James Van Der Beek,Emma Slater,9.0,8.5,9.5,9.0,36.0,0,Eliminated Week 10,5,Actor/Actress
28,9,Hannah Brown,Alan Bersten,9.0,8.5,9.0,9.0,35.5,0,1st Place,1,TV Personality
28,9,Lauren Alaina,Gleb Savchenko,9.0,9.0,8.5,8.5,35.0,0,4th Place,4,Singer/Rapper
28,9,Sean Spicer,Lindsay Arnold,6.5,6.0,6.5,6.0,25.0,1,Eliminated Week 9,6,Politician
28,10,Ally Brooke,Sasha Farber,10.0,9.5,10.0,,29.5,0,3rd Place,3,Singer/Rapper
28,10,Kel Mitchell,Witney Carson,9.5,9.5,9.5,,28.5,0,2nd Place,2,Actor/Actress
28,10,Lauren Alaina,Gleb Savchenko,9.0,9.0,9.0,,27.0,0,4th Place,4,Singer/Rapper
28,10,Hannah Brown,Alan Bersten,9.0,9.0,9.0,,27.0,0,1st Place,1,TV Personality
28,10,James Van Der Beek,Emma Slater,8.5,8.5,8.5,,25.5,1,Eliminated Week 10,5,Actor/Actress
28,11,Ally Brooke,Sasha Farber,10.0,10.0,10.0,,30.0,0,3rd Place,3,Singer/Rapper
28,11,Kel Mitchell,Witney Carson,10.0,9.5,10.0,,29.5,0,2nd Place,2,Actor/Actress
28,11,Hannah Brown,Alan Bersten,10.0,9.5,9.5,,29.0,0,1st Place,1,TV Personality
28,11,Lauren Alaina,Gleb Savchenko,9.5,9.5,9.5,,28.5,0,4th Place,4,Singer/Rapper
29,1,Skai Jackson,Alan Bersten,7.0,7.0,7.0,,21.0,0,Eliminated Week 10,5,Actor/Actress
29,1,Justina Machado,Sasha Farber,7.0,7.0,7.0,,21.0,0,4th Place,4,Actor/Actress
29,1,Nev Schulman,Jenna Johnson,7.0,7.0,6.0,,20.0,0,2nd Place,2,Producer
29,1,Kaitlyn Bristowe,Artem Chigvintsev,6.0,7.0,7.0,,20.0,0,1st Place,1,TV Personality
29,1,Monica Aldama,Valentin Chmerkovskiy,6.0,7.0,6.0,,19.0,0,Eliminated Week 7,10,TV Personality
29,1,Anne Heche,Keo Motsepe,6.0,6.0,6.0,,18.0,0,Eliminated Week 4,13,Actor/Actress
29,1,Jesse Metcalfe,Sharna Burgess,6.0,6.0,6.0,,18.0,0,Eliminated Week 5,12,Actor/Actress
29,1,Johnny Weir,Britt Stewart,6.0,6.0,6.0,,18.0,0,Eliminated Week 10,6,Athlete
29,1,AJ McLean,Cheryl Burke,6.0,6.0,6.0,,18.0,0,Eliminated Week 9,7,Singer/Rapper
29,1,Jeannie Mai,Brandon Armstrong,6.0,6.0,6.0,,18.0,0,Withdrew,9,TV Personality
29,1,Veron Davis,Peta Murgatroyd,5.0,6.0,6.0,,17.0,0,Eliminated Week 6,11,Athlete
29,1,Nelly,Daniella Karagach,5.0,5.0,6.0,,16.0,0,3rd Place,3,Singer/Rapper
29,1,Chrishell Stause,Gleb Savchenko,4.0,5.0,4.0,,13.0,0,Eliminated Week 8,8,Actor/Actress
29,1,Charles Oakley,Emma Slater,4.0,4.0,4.0,,12.0,0,Eliminated Week 2,15,Athlete
29,1,Carole Baskin,Pasha Pashkov,4.0,4.0,3.0,,11.0,0,Eliminated Week 3,14,TV Personality
29,2,Kaitlyn Bristowe,Artem Chigvintsev,7.0,8.0,7.0,,22.0,0,1st Place,1,TV Personality
29,2,Justina Machado,Sasha Farber,7.0,7.0,7.0,,21.0,0,4th Place,4,Actor/Actress
29,2,Nev Schulman,Jenna Johnson,7.0,7.0,7.0,,21.0,0,2nd Place,2,Producer
29,2,Jesse Metcalfe,Sharna Burgess,7.0,7.0,6.0,,20.0,0,Eliminated Week 5,12,Actor/Actress
29,2,AJ McLean,Cheryl Burke,7.0,6.0,6.0,,19.0,0,Eliminated Week 9,7,Singer/Rapper
29,2,Anne Heche,Keo Motsepe,6.0,6.0,6.0,,18.0,0,Eliminated Week 4,13,Actor/Actress
29,2,Chrishell Stause,Gleb Savchenko,6.0,6.0,6.0,,18.0,0,Eliminated Week 8,8,Actor/Actress
29,2,Veron Davis,Peta Murgatroyd,6.0,6.0,6.0,,18.0,0,Eliminated Week 6,11,Athlete
29,2,Johnny Weir,Britt Stewart,6.0,6.0,6.0,,18.0,0,Eliminated Week 10,6,Athlete
29,2,Nelly,Daniella Karagach,6.0,6.0,6.0,,18.0,0,3rd Place,3,Singer/Rapper
29,2,Jeannie Mai,Brandon Armstrong,6.0,6.0,6.0,,18.0,0,Withdrew,9,TV Personality
29,2,Carole Baskin,Pasha Pashkov,6.0,5.0,5.0,,16.0,0,Eliminated Week 3,14,TV Personality
29,2,Monica Aldama,Valentin Chmerkovskiy,5.0,6.0,5.0,,16.0,0,Eliminated Week 7,10,TV Personality
29,2,Skai Jackson,Alan Bersten,5.0,5.0,5.0,,15.0,0,Eliminated Week 10,5,Actor/Actress
29,2,Charles Oakley,Emma Slater,5.0,5.0,5.0,,15.0,1,Eliminated Week 2,15,Athlete
29,3,Johnny Weir,Britt Stewart,8.0,8.0,8.0,,24.0,0,Eliminated Week 10,6,Athlete
29,3,Nev Schulman,Jenna Johnson,8.0,8.0,8.0,,24.0,0,2nd Place,2,Producer
29,3,Kaitlyn Bristowe,Artem Chigvintsev,8.0,7.0,8.0,,23.0,0,1st Place,1,TV Personality
29,3,Chrishell Stause,Gleb Savchenko,7.0,7.0,8.0,,22.0,0,Eliminated Week 8,8,Actor/Actress
29,3,Veron Davis,Peta Murgatroyd,8.0,7.0,7.0,,22.0,0,Eliminated Week 6,11,Athlete
29,3,Jeannie Mai,Brandon Armstrong,7.0,7.0,8.0,,22.0,0,Withdrew,9,TV Personality
29,3,AJ McLean,Cheryl Burke,7.0,7.0,7.0,,21.0,0,Eliminated Week 9,7,Singer/Rapper
29,3,Monica Aldama,Valentin Chmerkovskiy,7.0,7.0,7.0,,21.0,0,Eliminated Week 7,10,TV Personality
29,3,Jesse Metcalfe,Sharna Burgess,7.0,6.0,7.0,,20.0,0,Eliminated Week 5,12,Actor/Actress
29,3,Justina Machado,Sasha Farber,7.0,6.0,6.0,,19.0,0,4th Place,4,Actor/Actress
29,3,Skai Jackson,Alan Bersten,6.0,6.0,6.0,,18.0,0,Eliminated Week 10,5,Actor/Actress
29,3,Nelly,Daniella Karagach,6.0,6.0,6.0,,18.0,0,3rd Place,3,Singer/Rapper
29,3,Anne Heche,Keo Motsepe,5.0,5.0,5.0,,15.0,0,Eliminated Week 4,13,Actor/Actress
29,3,Carole Baskin,Pasha Pashkov,5.0,4.0,3.0,,12.0,1,Eliminated Week 3,14,TV Personality
29,4,Skai Jackson,Alan Bersten,10.0,9.0,9.0,,28.0,0,Eliminated Week 10,5,Actor/Actress
29,4,Kaitlyn Bristowe,Artem Chigvintsev,9.0,8.0,8.0,,25.0,0,1st Place,1,TV Personality
29,4,Justina Machado,Sasha Farber,8.0,8.0,8.0,,24.0,0,4th Place,4,Actor/Actress
29,4,Johnny Weir,Britt Stewart,8.0,8.0,8.0,,24.0,0,Eliminated Week 10,6,Athlete
29,4,Nev Schulman,Jenna Johnson,8.0,8.0,8.0,,24.0,0,2nd Place,2,Producer
29,4,AJ McLean,Cheryl Burke,8.0,8.0,8.0,,24.0,0,Eliminated Week 9,7,Singer/Rapper
29,4,Monica Aldama,Valentin Chmerkovskiy,8.0,8.0,8.0,,24.0,0,Eliminated Week 7,10,TV Personality
29,4,Chrishell Stause,Gleb Savchenko,7.0,8.0,7.0,,22.0,0,Eliminated Week 8,8,Actor/Actress
29,4,Veron Davis,Peta Murgatroyd,8.0,7.0,7.0,,22.0,0,Eliminated Week 6,11,Athlete
29,4,Anne Heche,Keo Motsepe,7.0,7.0,7.0,,21.0,1,Eliminated Week 4,13,Actor/Actress
29,4,Jesse Metcalfe,Sharna Burgess,7.0,7.0,7.0,,21.0,0,Eliminated Week 5,12,Actor/Actress
29,4,Nelly,Daniella Karagach,7.0,7.0,7.0,,21.0,0,3rd Place,3,Singer/Rapper
29,4,Jeannie Mai,Brandon Armstrong,7.0,7.0,7.0,,21.0,0,Withdrew,9,TV Personality
29,5,Johnny Weir,Britt Stewart,10.0,10.0,9.0,,29.0,0,Eliminated Week 10,6,Athlete
29,5,Kaitlyn Bristowe,Artem Chigvintsev,9.0,9.0,9.0,,27.0,0,1st Place,1,TV Personality
29,5,Nev Schulman,Jenna Johnson,8.0,9.0,9.0,,26.0,0,2nd Place,2,Producer
29,5,Monica Aldama,Valentin Chmerkovskiy,9.0,9.0,8.0,,26.0,0,Eliminated Week 7,10,TV Personality
29,5,Skai Jackson,Alan Bersten,8.0,8.0,8.0,,24.0,0,Eliminated Week 10,5,Actor/Actress
29,5,Justina Machado,Sasha Farber,8.0,8.0,8.0,,24.0,0,4th Place,4,Actor/Actress
29,5,AJ McLean,Cheryl Burke,8.0,8.0,8.0,,24.0,0,Eliminated Week 9,7,Singer/Rapper
29,5,Nelly,Daniella Karagach,8.0,8.0,8.0,,24.0,0,3rd Place,3,Singer/Rapper
29,5,Jeannie Mai,Brandon Armstrong,8.0,8.0,8.0,,24.0,0,Withdrew,9,TV Personality
29,5,Veron Davis,Peta Murgatroyd,7.0,7.0,7.0,,21.0,0,Eliminated Week 6,11,Athlete
29,5,Jesse Metcalfe,Sharna Burgess,7.0,6.0,6.0,,19.0,1,Eliminated Week 5,12,Actor/Actress
29,5,Chrishell Stause,Gleb Savchenko,6.0,6.0,7.0,,19.0,0,Eliminated Week 8,8,Actor/Actress
29,6,Justina Machado,Sasha Farber,9.0,9.0,9.0,,27.0,0,4th Place,4,Actor/Actress
29,6,AJ McLean,Cheryl Burke,9.0,9.0,9.0,,27.0,0,Eliminated Week 9,7,Singer/Rapper
29,6,Kaitlyn Bristowe,Artem Chigvintsev,9.0,9.0,9.0,,27.0,0,1st Place,1,TV Personality
29,6,Monica Aldama,Valentin Chmerkovskiy,9.0,9.0,9.0,,27.0,0,Eliminated Week 7,10,TV Personality
29,6,Nev Schulman,Jenna Johnson,9.0,9.0,8.0,,26.0,0,2nd Place,2,Producer
29,6,Jeannie Mai,Brandon Armstrong,8.0,8.0,9.0,,25.0,0,Withdrew,9,TV Personality
29,6,Chrishell Stause,Gleb Savchenko,8.0,8.0,8.0,,24.0,0,Eliminated Week 8,8,Actor/Actress
29,6,Nelly,Daniella Karagach,8.0,8.0,8.0,,24.0,0,3rd Place,3,Singer/Rapper
29,6,Johnny Weir,Britt Stewart,7.0,8.0,7.0,,22.0,0,Eliminated Week 10,6,Athlete
29,6,Veron Davis,Peta Murgatroyd,7.0,7.0,7.0,,21.0,1,Eliminated Week 6,11,Athlete
29,6,Skai Jackson,Alan Bersten,6.0,6.0,6.0,,18.0,0,Eliminated Week 10,5,Actor/Actress
29,7,Nev Schulman,Jenna Johnson,10.0,10.0,10.0,,30.0,0,2nd Place,2,Producer
29,7,Skai Jackson,Alan Bersten,9.0,9.0,9.0,,27.0,0,Eliminated Week 10,5,Actor/Actress
29,7,Johnny Weir,Britt Stewart,9.0,9.0,9.0,,27.0,0,Eliminated Week 10,6,Athlete
29,7,Nelly,Daniella Karagach,9.0,9.0,9.0,,27.0,0,3rd Place,3,Singer/Rapper
29,7,Chrishell Stause,Gleb Savchenko,9.0,9.0,8.0,,26.0,0,Eliminated Week 8,8,Actor/Actress
29,7,Justina Machado,Sasha Farber,9.0,9.0,8.0,,26.0,0,4th Place,4,Actor/Actress
29,7,AJ McLean,Cheryl Burke,9.0,8.0,9.0,,26.0,0,Eliminated Week 9,7,Singer/Rapper
29,7,Jeannie Mai,Brandon Armstrong,8.0,9.0,8.0,,25.0,0,Withdrew,9,TV Personality
29,7,Kaitlyn Bristowe,Artem Chigvintsev,7.0,9.0,8.0,,24.0,0,1st Place,1,TV Personality
29,7,Monica Aldama,Valentin Chmerkovskiy,7.0,8.0,7.0,,22.0,1,Eliminated Week 7,10,TV Personality
29,8,Johnny Weir,Britt Stewart,10.0,10.0,10.0,,30.0,0,Eliminated Week 10,6,Athlete
29,8,Nev Schulman,Jenna Johnson,10.0,10.0,10.0,,30.0,0,2nd Place,2,Producer
29,8,Justina Machado,Sasha Farber,9.6666,9.6666,9.6666,,28.9998,0,4th Place,4,Actor/Actress
29,8,Kaitlyn Bristowe,Artem Chigvintsev,9.0,10.0,9.0,,28.0,0,1st Place,1,TV Personality
29,8,Chrishell Stause,Gleb Savchenko,9.0,9.0,9.0,,27.0,1,Eliminated Week 8,8,Actor/Actress
29,8,AJ McLean,Cheryl Burke,9.0,9.0,9.0,,27.0,0,Eliminated Week 9,7,Singer/Rapper
29,8,Skai Jackson,Alan Bersten,8.6666,9.6666,8.6666,,26.9998,0,Eliminated Week 10,5,Actor/Actress
29,8,Nelly,Daniella Karagach,8.0,8.0,8.0,,24.0,0,3rd Place,3,Singer/Rapper
29,9,Johnny Weir,Britt Stewart,10.0,10.0,10.0,,30.0,0,Eliminated Week 10,6,Athlete
29,9,Kaitlyn Bristowe,Artem Chigvintsev,10.0,10.0,10.0,,30.0,0,1st Place,1,TV Personality
29,9,Skai Jackson,Alan Bersten,9.6666,9.6666,9.6666,,28.9998,0,Eliminated Week 10,5,Actor/Actress
29,9,Nev Schulman,Jenna Johnson,9.6666,9.6666,9.6666,,28.9998,0,2nd Place,2,Producer
29,9,Justina Machado,Sasha Farber,8.6666,8.6666,8.6666,,25.9998,0,4th Place,4,Actor/Actress
29,9,AJ McLean,Cheryl Burke,7.6666,8.6666,8.6666,,24.9998,1,Eliminated Week 9,7,Singer/Rapper
29,9,Nelly,Daniella Karagach,8.0,8.0,8.0,,24.0,0,3rd Place,3,Singer/Rapper
29,10,Nev Schulman,Jenna Johnson,10.0,10.0,10.0,,30.0,0,2nd Place,2,Producer
29,10,Kaitlyn Bristowe,Artem Chigvintsev,10.0,10.0,10.0,,30.0,0,1st Place,1,TV Personality
29,10,Justina Machado,Sasha Farber,9.5,10.0,9.5,,29.0,0,4th Place,4,Actor/Actress
29,10,Skai Jackson,Alan Bersten,9.5,9.5,9.5,,28.5,1,Eliminated Week 10,5,Actor/Actress
29,10,Johnny Weir,Britt Stewart,9.5,9.5,9.5,,28.5,1,Eliminated Week 10,6,Athlete
29,10,Nelly,Daniella Karagach,9.5,9.0,9.5,,28.0,0,3rd Place,3,Singer/Rapper
29,11,Justina Machado,Sasha Farber,10.0,10.0,10.0,,30.0,0,4th Place,4,Actor/Actress
29,11,Nev Schulman,Jenna Johnson,10.0,10.0,10.0,,30.0,0,2nd Place,2,Producer
29,11,Kaitlyn Bristowe,Artem Chigvintsev,10.0,10.0,10.0,,30.0,0,1st Place,1,TV Personality
29,11,Nelly,Daniella Karagach,9.5,9.5,9.5,,28.5,0,3rd Place,3,Singer/Rapper
30,1,JoJo Siwa,Jenna Johnson,8.0,7.0,7.0,7.0,29.0,0,2nd Place,2,Social Media Personality
30,1,Suni Lee,Sasha Farber,7.0,7.0,7.0,7.0,28.0,0,Eliminated Week 9,5,Athlete
30,1,Amanda Kloots,Alan Bersten,7.0,7.0,7.0,7.0,28.0,0,4th Place,4,TV Personality
30,1,Melanie C,Gleb Savchenko,7.0,7.0,6.0,7.0,27.0,0,Eliminated Week 5,11,Singer/Rapper
30,1,Melora Hardin,Artem Chigvintsev,7.0,6.0,7.0,6.0,26.0,0,Eliminated Week 9,6,Actor/Actress
30,1,Kenya Moore,Brandon Armstrong,7.0,6.0,6.0,7.0,26.0,0,Eliminated Week 6,10,TV Personality
30,1,Olivia Jade,Valentin Chmerkovskiy,7.0,6.0,6.0,6.0,25.0,0,Eliminated Week 8,8,Social Media Personality
30,1,Christine Chiu,Pasha Pashkov,6.0,7.0,6.0,6.0,25.0,0,Eliminated Week 3,14,TV Personality
30,1,Brian Austin Green,Sharna Burgess,6.0,6.0,6.0,6.0,24.0,0,Eliminated Week 4,13,Actor/Actress
30,1,Matt James,Lindsay Arnold,6.0,6.0,6.0,6.0,24.0,0,Eliminated Week 4,12,Athlete
30,1,"Mike ""The Miz"" Mizanin",Witney Carson,6.0,6.0,6.0,6.0,24.0,0,Eliminated Week 7,9,Athlete
30,1,Cody Rigsby,Cheryl Burke,6.0,6.0,6.0,6.0,24.0,0,3rd Place,3,Fitness Instructor
30,1,Jimmie Allen,Emma Slater,6.0,5.0,6.0,5.0,22.0,0,Eliminated Week 8,7,Singer/Rapper
30,1,Iman Shumpert,Daniella Karagach,7.0,4.0,5.0,5.0,21.0,0,1st Place,1,Athlete
30,1,Martin Kove,Britt Stewart,4.0,3.0,3.0,3.0,13.0,0,Eliminated Week 2,15,Actor/Actress
30,2,Amanda Kloots,Alan Bersten,8.0,8.0,8.0,8.0,32.0,0,4th Place,4,TV Personality
30,2,JoJo Siwa,Jenna Johnson,8.0,8.0,7.0,8.0,31.0,0,2nd Place,2,Social Media Personality
30,2,Melanie C,Gleb Savchenko,7.0,7.0,8.0,8.0,30.0,0,Eliminated Week 5,11,Singer/Rapper
30,2,Suni Lee,Sasha Farber,7.0,7.0,7.0,7.0,28.0,0,Eliminated Week 9,5,Athlete
30,2,Melora Hardin,Artem Chigvintsev,7.0,6.0,7.0,7.0,27.0,0,Eliminated Week 9,6,Actor/Actress
30,2,Jimmie Allen,Emma Slater,7.0,6.0,7.0,7.0,27.0,0,Eliminated Week 8,7,Singer/Rapper
